workerid,item,response,response_type,partial,condition,batch,y,sentence,election
2,1476674386,a0c6e0fabaff128158c1779f36756c64,623366,weekly,26,Female,MA,Professional degree,Independent,TRUE,TRUE,TRUE,his speech,10,"During the inauguration speech, the president will emphasize",male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,he,Clinton-Trump
4,1476674458,fdff7abc67597d7b8b3e6f3801eb8196,932480,daily,32,Female,KY,Professional degree,Democrat,TRUE,TRUE,TRUE,they are inaugurated.,10,The entire world will be watching the president when,neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
3,1476674474,852779f1465b3ab26764ddd074cd3f8f,803814,daily,64,Female,GA,4-year college degree,Democrat,TRUE,TRUE,TRUE,Vice President,10,"Even before Inauguration Day, the Secret Service will protect the president and",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
5,1476675054,f41c883cc4336c3440295ae066d9865c,378591,daily,34,Male,FL,2-year college degree,None,TRUE,TRUE,TRUE,he will make America great again.,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,he,Clinton-Trump
8,1476675517,94eed04a0c44ee2cbf7dd5256304ad77,873853,daily,29,Female,KY,2-year college degree,Democrat,TRUE,TRUE,TRUE,and leader of our nation.,10,"As commander in chief,",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
9,1476675747,73f77c2ceaab194340cd4030a3a6970c,427110,daily,23,Male,FL,2-year college degree,Independent,TRUE,TRUE,TRUE,The most important challenges of the world.,10,"The newly elected president will face many challenges, and one of",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
11,1476677122,ad87223e50cfd9f510ca21fcfad6392f,804589,daily,31,Female,MI,4-year college degree,Republican,TRUE,TRUE,TRUE,he or she is in transit,10,"Once the general election is over, the president will be followed by the press wherever",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
12,1476677283,425ca22fad4f8032a36e2e68cfba5e92,199118,daily,27,Male,FL,2-year college degree,Republican,TRUE,TRUE,TRUE,Protection,10,"Air Force One, the aircraft that will transport the president, is well-equipped to guarantee",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
1,1476678108,cf9bfc81fa8edef0381df2f64edd5733,360114,daily,46,Female,NY,4-year college degree,Independent,TRUE,TRUE,TRUE,the new President will do is work on foreign policy.,10,"After moving into the Oval Office, one of the first things that",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
3,1476678796,cf070391add5d97a09b0484ea2304ee2,571208,weekly,29,Female,CA,4-year college degree,Democrat,TRUE,TRUE,TRUE,president inagural,10,"Even before Inauguration Day, the Secret Service will protect the president and",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
5,1476679757,491690839f99c961d9b495691a71aede,729349,daily,36,Female,FL,Some college,Republican,TRUE,TRUE,TRUE,he or she made. ,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
10,1476680841,f980ac31e241cce336196ea1a7ac7e36,109536,daily,29,Male,OH,2-year college degree,Democrat,TRUE,TRUE,TRUE,read to take the president to the White House.,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
9,1476680871,280c352a6c9dd3fd02b1ac2112de7c9b,381580,daily,30,Female,MN,4-year college degree,Democrat,TRUE,TRUE,TRUE,the challenges will be winning over the people.,10,"The newly elected president will face many challenges, and one of",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
1,1476683055,8d56148eac9caa4f7bb6d3f14873dcbc,312255,daily,22,Male,PA,Some college,Democrat,TRUE,TRUE,TRUE,the new president does is get inaugurated.,10,"After moving into the Oval Office, one of the first things that",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
3,1476685100,f2a14e2d4d1c98fbcde8b7a51e04281f,100770,daily,34,Female,AZ,4-year college degree,Democrat,TRUE,TRUE,TRUE,their family.,10,"Even before Inauguration Day, the Secret Service will protect the president and",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
4,1476685515,210ce3c3da1ef63e962a9ac44571a04a,5674,weekly,24,Male,VA,4-year college degree,Democrat,TRUE,TRUE,TRUE,they take the oath.,10,The entire world will be watching the president when,neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
8,1476686133,406a469b35b95579c2cbe14b6625110c,721139,daily,41,Female,MN,4-year college degree,Democrat,TRUE,TRUE,TRUE,he or she will be responsible for the safety of America.,10,"As commander in chief,",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
9,1476686170,c28b687c4e2dac0999def0225d4820da,946747,daily,24,Female,TX,Some college,Independent,TRUE,TRUE,TRUE,them is the looming debt. ,10,"The newly elected president will face many challenges, and one of",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
12,1476687281,b199fb6f9b695e6cc9ace26939855fc4,850500,daily,32,Female,MI,2-year college degree,Republican,TRUE,TRUE,TRUE,safety,10,"Air Force One, the aircraft that will transport the president, is well-equipped to guarantee",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
3,1476689008,465f2789be60701aea7fb71aa6db5bb5,236663,daily,21,Male,MA,Some college,Democrat,TRUE,TRUE,TRUE,his family.,10,"Even before Inauguration Day, the Secret Service will protect the president and",male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,he,Clinton-Trump
2,1476689014,89cf4534ed4ccb3f6b758035ae022005,828144,daily,34,Female,MO,Some college,Independent,TRUE,TRUE,TRUE,how they will run the country.,10,"During the inauguration speech, the president will emphasize",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
4,1476689353,419ef8f9450f6d9364f9aa5e2f79957b,725984,daily,26,Male,KY,High school graduate,Republican,TRUE,TRUE,TRUE,they are inaugurated.,10,The entire world will be watching the president when,neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
10,1476690284,8a82a03a46083b420631f20a75df5447,299282,daily,21,Male,CA,Some college,Independent,TRUE,TRUE,TRUE,lead by a large security detail.,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
9,1476690410,18e6a37b07b97547a3d3e60e23c85c68,647804,daily,20,Male,IL,High school graduate,Independent,TRUE,TRUE,TRUE, the most divided US populations in recent memory.,10,"The newly elected president will face many challenges, and one of",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
4,1476692069,32dae2f273edac389c1a8b056427ac8f,160093,daily,52,Female,MN,Some college,Democrat,TRUE,TRUE,TRUE,she takes the oath as the first female President of the United States of America.,10,The entire world will be watching the president when,female,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,she,Clinton-Trump
5,1476692698,c237301a5f8959e12d9c6aae1c5279b7,262968,daily,47,Male,MI,2-year college degree,Independent,TRUE,TRUE,TRUE,they have made,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
6,1476694314,017c9fd8c9f3cec7e4e4bb6145eb3f6a,795050,weekly,26,Male,MI,High school graduate,None,TRUE,TRUE,TRUE,other countries will judge us based on our leader.,10,"Although the president's political power will not be absolute,",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
10,1476695528,0e4ac0a6baea6e4966921407eb2e3d6b,900974,weekly,21,Male,GA,Some college,Republican,TRUE,TRUE,TRUE,surrounded by bulletproof glass,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
11,1476696407,0443dcad438d5e825f190d2976a76cd8,930894,weekly,29,Female,DC,Professional degree,Republican,TRUE,TRUE,TRUE,he or she goes.,10,"Once the general election is over, the president will be followed by the press wherever",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
2,1476698041,3a54718d7ec2c409f1343eb79d544831,649301,daily,24,Male,NM,4-year college degree,None,TRUE,TRUE,TRUE,his/her talking points in regards to (Wall%2C Foreign Affairs%2C Education%2C etc),10,"During the inauguration speech, the president will emphasize",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
3,1476699279,cca043e82983ed24a0604c8c04f6b992,639400,daily,41,Male,NC,Professional degree,Independent,TRUE,TRUE,TRUE,his or her familiy,10,"Even before Inauguration Day, the Secret Service will protect the president and",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
4,1476703066,4edc8cbac62ac9f7d850904022bad25a,450838,daily,31,Female,FL,4-year college degree,Democrat,TRUE,TRUE,TRUE,they are elected on November 8th.,10,The entire world will be watching the president when,neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
6,1476703336,9e2f7d85e3cb3cc3095182bf1a6916c5,669398,daily,25,Male,CA,4-year college degree,Republican,TRUE,TRUE,TRUE,the president will have immense influence in the political action taking place.,10,"Although the president's political power will not be absolute,",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
7,1476703530,b4ad1c01a17b8e0678a986ef2e0abc74,355800,daily,30,Male,MA,4-year college degree,Rather not say,TRUE,TRUE,TRUE,the economy,10,"During the first term, the president will have to work towards",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
5,1476703575,300c04a6f67109b0a58ca56f09daa2c9,447159,weekly,20,Female,CA,2-year college degree,Democrat,TRUE,TRUE,TRUE,Hillary Clinton,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",clinton,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
8,1476706443,42a261ed652e0e5e3347f5394a84a003,191981,daily,48,Female,NC,4-year college degree,Independent,TRUE,TRUE,TRUE,the president has many military responsibilities during times of war.,10,"As commander in chief,",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
9,1476706637,b48e23cb1143578cfefe886dce9fe112,80184,daily,24,Male,NY,4-year college degree,Democrat,TRUE,TRUE,TRUE,the most seperated congress.,10,"The newly elected president will face many challenges, and one of",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
10,1476706715,6c1d4d56ac688513ca0aa6174dfc46f4,549781,daily,30,Female,PA,High school graduate,Democrat,TRUE,TRUE,TRUE,12 vehicles long.,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
11,1476707211,72da51f2d2bdba67dbaadc35bbb1a0f2,976412,weekly,27,Male,SC,High school graduate,None,TRUE,TRUE,TRUE,he goes. ,10,"Once the general election is over, the president will be followed by the press wherever",male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,he,Clinton-Trump
1,1476708724,226af92bc9d07a5f4c29eff3bf92807b,854235,daily,35,Female,VA,Some college,Democrat,TRUE,TRUE,TRUE,the new president will do will be to address the nation,10,"After moving into the Oval Office, one of the first things that",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
2,1476709227,0b3ae6bc5db2ede842f173ab5b2ebc57,316501,weekly,29,Male,IN,Some college,Independent,TRUE,TRUE,TRUE,how he will be the best president.,10,"During the inauguration speech, the president will emphasize",male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,he,Clinton-Trump
3,1476709305,72cf5274b74b1897d6aff9ed0608d7d6,640053,daily,29,Female,VA,4-year college degree,Other,TRUE,TRUE,TRUE,the president's family.,10,"Even before Inauguration Day, the Secret Service will protect the president and",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
5,1476710427,9135f87ba746f652755461c4c0b0c38d,355510,daily,35,Female,IA,Some college,Democrat,TRUE,TRUE,TRUE,they gave the people during their campaign.,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
4,1476710466,6d1a02ca71ab1072426867f714764fe9,885982,daily,37,Female,UT,Some college,None,TRUE,TRUE,TRUE,she is inaugurated.,10,The entire world will be watching the president when,female,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,she,Clinton-Trump
7,1476711154,157328a70e4a72b95aafe6e6fc9b3e98,665557,daily,52,Female,GA,Some college,Republican,TRUE,TRUE,TRUE,immigration reform,10,"During the first term, the president will have to work towards",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
8,1476711616,7033a663e8dcf8b01a2b068b9500f55b,867713,daily,61,Male,NC,4-year college degree,Independent,TRUE,TRUE,TRUE,the president will be in charge of the worlds most powerful military.,10,"As commander in chief,",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
9,1476711766,13c7682ad088c0adb8dfdea84d4c75e3,16518,daily,34,Male,KS,Some college,Republican,TRUE,TRUE,TRUE,the biggest will be fixing the economy.,10,"The newly elected president will face many challenges, and one of",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
10,1476711976,b1cf018e36e1ccfdc4f3c1d04a478f89,717247,daily,50,Female,CO,Professional degree,Independent,TRUE,TRUE,TRUE,surrounded by secret service.,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
11,1476712491,f0927d80eb08f6b2faaece3995580c03,437998,daily,37,Female,NY,Professional degree,Republican,TRUE,TRUE,TRUE,he or she goes%2C for the next 4 years.,10,"Once the general election is over, the president will be followed by the press wherever",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
12,1476712540,e8583162a819ec9638502731c526a697,783638,daily,37,Female,MA,Professional degree,Democrat,TRUE,TRUE,TRUE,the president's safety.,10,"Air Force One, the aircraft that will transport the president, is well-equipped to guarantee",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
1,1476712620,a5bdef1ec832ebbb3b0993c7968ef03e,491665,daily,47,Female,FL,4-year college degree,Independent,TRUE,TRUE,TRUE,the elected president will do is to select a cabinet.,10,"After moving into the Oval Office, one of the first things that",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
2,1476712857,cee9e5632ce335be56c3924582934c6f,14445,daily,43,Female,WA,4-year college degree,Democrat,TRUE,TRUE,TRUE,making America great again. <sigh>,10,"During the inauguration speech, the president will emphasize",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
3,1476713083,ee91bb55a3c046b0ded711ce7464478c,271143,daily,44,Female,PA,Some college,Republican,TRUE,TRUE,TRUE,vice-president,10,"Even before Inauguration Day, the Secret Service will protect the president and",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
6,1476713578,ca272c94f7d3df9a3ad9b48245405636,648186,daily,64,Male,PA,High school graduate,Republican,TRUE,TRUE,TRUE,they will greatly influence our future.,10,"Although the president's political power will not be absolute,",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
7,1476713700,9111798db7cc77775ac738237786546f,847216,daily,28,Male,KY,4-year college degree,Democrat,TRUE,TRUE,TRUE,reducing US debt.,10,"During the first term, the president will have to work towards",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
8,1476713736,59c4d3eddc28d6675f6622160c7dfc74,329965,weekly,31,Male,PA,4-year college degree,Independent,TRUE,TRUE,TRUE,the president will effectively be the most powerful person in the country.,10,"As commander in chief,",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
10,1476714004,6f9eea9fcf3ef3896e4646c72e1e62a0,283685,daily,39,Female,TX,Professional degree,Democrat,TRUE,TRUE,TRUE,surrounded by extra security.,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
11,1476714017,186963e85d0268a01122b3b1670d9507,295350,daily,36,Male,TX,Professional degree,Republican,TRUE,TRUE,TRUE,they go,10,"Once the general election is over, the president will be followed by the press wherever",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
9,1476714028,bfda83ddc59cce8e8bc2651d44374a20,160416,daily,28,Female,NC,Professional degree,Rather not say,TRUE,TRUE,TRUE,the most difficult challenge may be free college,10,"The newly elected president will face many challenges, and one of",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
4,1476714969,07fe4039d3181dc1d6d6d283fd92eb19,584284,daily,43,Female,MN,2-year college degree,Democrat,TRUE,TRUE,TRUE,he is inaugurated.,10,The entire world will be watching the president when,male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,he,Clinton-Trump
5,1476715115,65b8cf1bc015607cdaebf0ef916f0e20,102271,weekly,52,Female,TN,High school graduate,Democrat,TRUE,TRUE,TRUE,he has given to the people.,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,he,Clinton-Trump
8,1476715904,b32dadfc9307cd89ac44c2f3d699ff56,813968,daily,22,Female,GA,High school graduate,Democrat,TRUE,TRUE,TRUE,Donald Trump,10,"As commander in chief,",trump,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
10,1476715946,e9a4e180c9bfa751350e83d658a25e11,947278,daily,38,Female,WI,Some college,Republican,TRUE,TRUE,TRUE,lets make america great again,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
9,1476715995,1d8b4c98eddef1bc53b48d74ceb39a67,927447,daily,18,Male,TX,Some college,Republican,TRUE,TRUE,TRUE,many different racial struggles.,10,"The newly elected president will face many challenges, and one of",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
11,1476716686,e737c583702439faae5f38a0af170255,866471,daily,29,Female,DC,4-year college degree,Democrat,TRUE,TRUE,TRUE,he or she goes.,10,"Once the general election is over, the president will be followed by the press wherever",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
12,1476716754,4b10254b37b3ab9540dabba6b720dd35,339361,daily,24,Female,NY,4-year college degree,Democrat,TRUE,TRUE,TRUE,the safety of the President and his guests.,10,"Air Force One, the aircraft that will transport the president, is well-equipped to guarantee",male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,he,Clinton-Trump
1,1476717245,f7f3f000473366a2e19c965318ceddda,370778,daily,30,Male,ID,4-year college degree,Democrat,TRUE,TRUE,TRUE,the president will do is to consent to several bills,10,"After moving into the Oval Office, one of the first things that",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
2,1476717275,722249be09d78f3a3b07974b2d64d391,49786,daily,24,Female,DC,4-year college degree,None,TRUE,TRUE,TRUE,his or her goals as president.,10,"During the inauguration speech, the president will emphasize",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
3,1476717317,f9ac929e2a5315de37dd97a3e66f842b,767647,daily,21,Female,MN,Some college,Other,TRUE,TRUE,TRUE,vice president.,10,"Even before Inauguration Day, the Secret Service will protect the president and",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
4,1476717356,53419db1b1e13e4e8924a6f94369cb2e,592732,daily,39,Female,MN,2-year college degree,Independent,TRUE,TRUE,TRUE,they take the oath of office.,10,The entire world will be watching the president when,neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
5,1476717449,107e2e861e3fffb6562203896275b864,370774,daily,36,Male,OH,Professional degree,Independent,TRUE,TRUE,TRUE,they promised during their campaign.,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
6,1476717632,aa13f6623872af1eadebd1f114ffb72e,566559,daily,35,Female,WI,2-year college degree,Independent,TRUE,TRUE,TRUE,they will be able to start signing executive orders.,10,"Although the president's political power will not be absolute,",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
9,1476718373,025080fa1d3e670d4e1e978b8fbd283f,944273,daily,31,Female,FL,Some college,Democrat,TRUE,TRUE,TRUE,many,10,"The newly elected president will face many challenges, and one of",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
10,1476719027,542c58dbf3152a04af0d23ebb3c5511c,491320,daily,32,Male,NY,Some college,Independent,TRUE,TRUE,TRUE,secure,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
12,1476719841,b3d17f33a57baeb1ae5760e02470a279,293186,daily,46,Female,CA,Some college,Democrat,TRUE,TRUE,TRUE,the safety and security of the President elect.,10,"Air Force One, the aircraft that will transport the president, is well-equipped to guarantee",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
1,1476720348,588d0a05692cdca9ee110a642612cfc2,270629,daily,29,Female,GA,2-year college degree,Independent,TRUE,TRUE,TRUE,the newly elected president will do is go on vacation.,10,"After moving into the Oval Office, one of the first things that",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
2,1476720401,73ce9a4275b12815f6f5e83b6f199509,339311,daily,25,Female,CA,4-year college degree,Independent,TRUE,TRUE,TRUE,what his policies will be going forward.,10,"During the inauguration speech, the president will emphasize",male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,he,Clinton-Trump
3,1476721334,6b445068420c6fd1a20cf91a31aa377e,761767,daily,39,Female,PA,2-year college degree,Republican,TRUE,TRUE,TRUE,family,10,"Even before Inauguration Day, the Secret Service will protect the president and",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
4,1476721363,eee05ceff0f7322a087df0362377515f,334083,daily,31,Male,NJ,Professional degree,Independent,TRUE,TRUE,TRUE,she is sworn in.,10,The entire world will be watching the president when,female,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,she,Clinton-Trump
6,1476721561,c2aa12125396722d23f680d8e84729cc,527851,daily,26,Female,PA,4-year college degree,Independent,TRUE,TRUE,TRUE,they will be influential.,10,"Although the president's political power will not be absolute,",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
5,1476721697,05b3a32ab2c87e690b71b0d33dbdcb94,802708,daily,53,Male,NY,4-year college degree,Democrat,TRUE,TRUE,TRUE,new jobs will be created,10,"Unfortunately, there is no guarantee that the president will deliver on the promises that",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
7,1476721883,74c770d84c40c32c6940f89c18a3113f,955139,daily,66,Female,IL,Some college,Independent,TRUE,TRUE,TRUE,Repealing obama care,10,"During the first term, the president will have to work towards",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
8,1476722293,cc4bd0cb9d5a0632a46af792cca41f78,534672,daily,57,Male,NM,4-year college degree,Democrat,TRUE,TRUE,TRUE,Hillary Clinton,10,"As commander in chief,",clinton,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
9,1476722367,6c84b4289473e12ef82af7e240e8eebc,146224,daily,38,Female,TX,Some college,Republican,TRUE,TRUE,TRUE, many decisions.,10,"The newly elected president will face many challenges, and one of",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
10,1476723015,0ac72082ff10d4445fc35c460ef47899,880404,daily,35,Female,VA,High school graduate,None,TRUE,TRUE,TRUE,there to transport the new president.,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
11,1476723123,13722e8712092c9047ce50dc3424ba3e,845695,weekly,31,Female,CA,4-year college degree,Rather not say,TRUE,TRUE,TRUE,He or she goes,10,"Once the general election is over, the president will be followed by the press wherever",both,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,neutral,Clinton-Trump
12,1476723190,fe2b107f84c62880bef35ced46e7caff,239612,daily,36,Male,NM,2-year college degree,Other,TRUE,TRUE,TRUE,the president's comfort and safety. ,10,"Air Force One, the aircraft that will transport the president, is well-equipped to guarantee",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
6,1476723777,bca8df59e776cf8e715c9bdefc927667,110012,daily,24,Male,TX,4-year college degree,Democrat,TRUE,TRUE,TRUE,Hilary Clinton,10,"Although the president's political power will not be absolute,",clinton,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
7,1476723858,be00fc328bef172f5b338ce20da358d7,661509,daily,47,Female,TX,Some college,Republican,TRUE,TRUE,TRUE,BALANCING THE BUDGET,10,"During the first term, the president will have to work towards",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
4,1476723874,f274bc38a7d20d984e7c8e28a103f5b2,943105,daily,22,Male,NY,4-year college degree,Democrat,TRUE,TRUE,TRUE,He enters whitehouse,10,The entire world will be watching the president when,male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,he,Clinton-Trump
8,1476724506,da09ddd792ede123ffefdf14c8b11032,844374,daily,53,Female,VA,4-year college degree,Republican,TRUE,TRUE,TRUE,mr trump will immediately start putting his plans into place.,10,"As commander in chief,",trump,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
9,1476725048,1b41eaa4bb0f1ef615e4976a72c3be93,669503,daily,37,Female,OK,Professional degree,Republican,TRUE,TRUE,TRUE,world’s largest and most complex organizations.,10,"The newly elected president will face many challenges, and one of",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
10,1476725069,13cac00840a800db5d4ba099a79cd812,667892,daily,48,Male,WA,Professional degree,Independent,TRUE,TRUE,TRUE,well protected.,10,The president's motorcade will be,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
11,1476725525,9ac2f24690340dc1734670b0e619799c,532635,daily,36,Female,AL,2-year college degree,Republican,TRUE,TRUE,TRUE,he goes,10,"Once the general election is over, the president will be followed by the press wherever",male,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,he,Clinton-Trump
1,1476725918,87c7ca385cfb4d27ed17470f15b32b5f,646665,daily,24,Male,TX,Some college,Independent,TRUE,TRUE,TRUE,Must be done is prosecute hillary clinton%2C barack obama%2C and james comey%2C among others.,10,"After moving into the Oval Office, one of the first things that",clinton,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
2,1476726194,13d5059ed26dc21739f8dcfb848c688e,137253,daily,34,Female,TN,Some college,None,TRUE,TRUE,TRUE,on their plans to better America,10,"During the inauguration speech, the president will emphasize",neutral,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,neutral,Clinton-Trump
3,1476726303,0f14741ddb46b83eb92281ad08bfa63b,151647,daily,31,Female,MT,4-year college degree,Other,TRUE,TRUE,TRUE,Vice President,10,"Even before Inauguration Day, the Secret Service will protect the president and",none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Clinton-Trump
